선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
이태양,투수,0.75,40,14,26,3,0,0,5,10,0,4,103.2,66,66,68.25,456,123,23,1,25,32,1,1,62,3,0,2,5.73,5.73,5.93,5.7,6.1,1.5,0.75,SSG 랜더스,10609,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
조영우,투수,0.52,30,8,22,3,0,0,4,8,1,0,66.2,42,46,42.55,291,74,10,2,10,26,0,0,48,4,0,3,5.67,6.21,5.74,5.64,4.96,1.5,0.52,SSG 랜더스,11284,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,
하재훈,투수,0.49,18,0,18,8,0,0,1,0,0,2,18.0,8,8,6.45,88,16,0,1,1,16,3,2,8,0,0,2,4.0,4.0,3.23,3.09,6.59,1.78,0.49,SSG 랜더스,14147,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
르위키,투수,0.45,4,4,0,0,0,0,1,0,0,0,14.1,6,6,5.65,56,15,3,0,2,2,0,0,9,0,0,0,3.77,3.77,3.55,3.6,4.29,1.19,0.45,SSG 랜더스,14758,55000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김건우,투수,0.28,6,4,2,1,0,0,0,1,0,0,11.0,6,7,4.95,54,8,1,0,1,12,0,0,7,1,0,1,4.91,5.73,4.05,4.13,6.64,1.82,0.28,SSG 랜더스,14803,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
서동민,투수,0.24,20,0,20,6,0,0,0,0,0,0,26.1,15,15,15.7,118,27,4,1,5,17,1,0,24,1,0,1,5.13,5.13,5.37,5.46,5.87,1.67,0.24,SSG 랜더스,13191,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
신재영,투수,0.15,20,1,19,12,0,0,0,0,0,0,28.1,18,18,18.7,124,35,5,1,3,2,4,0,27,1,0,1,5.72,5.72,5.94,5.66,3.3,1.31,0.15,SSG 랜더스,11149,14000,2021,투수,,,,,,,,,,,,,,,,,,,,,
신재웅,투수,0.11,8,0,8,4,0,0,0,0,0,0,8.1,4,4,4.85,37,6,1,0,0,5,0,0,9,1,1,0,4.32,4.32,5.24,4.94,2.93,1.32,0.11,SSG 랜더스,10921,5500,2021,투수,,,,,,,,,,,,,,,,,,,,,
정수민,투수,0.1,10,7,3,2,0,0,1,2,0,0,30.1,23,24,23.3,151,34,5,1,6,27,1,1,22,2,0,1,6.82,7.12,6.91,6.61,7.07,2.01,0.1,SSG 랜더스,12561,3600,2021,투수,,,,,,,,,,,,,,,,,,,,,
정동윤,투수,0.08,1,0,1,1,0,0,0,0,0,0,2.0,0,0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.32,1.0,0.08,SSG 랜더스,12571,-,2021,투수,,,,,,,,,,,,,,,,,,,,,
김주온,투수,0.08,2,0,2,2,0,0,0,0,0,0,2.0,0,0,0.0,10,1,1,0,0,2,1,0,3,0,0,0,0.0,0.0,0.0,0.0,4.67,1.5,0.08,SSG 랜더스,13057,2700,2021,투수,,,,,,,,,,,,,,,,,,,,,
조요한,투수,-0.01,6,0,6,1,0,0,0,0,0,1,7.0,6,6,6.0,38,10,3,0,0,9,0,0,4,0,0,0,7.71,7.71,7.71,7.27,6.32,2.71,-0.01,SSG 랜더스,14858,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김강민,중견수,-0.02,1,0,1,1,0,0,0,0,0,0,0.2,1,1,1.0,4,1,0,0,1,1,0,0,1,0,0,0,13.5,13.5,13.5,12.73,22.52,3.0,-0.02,SSG 랜더스,10108,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
정영일,투수,-0.03,1,0,1,0,0,0,0,0,0,0,2.0,2,2,2.0,9,4,1,0,1,0,0,0,0,0,0,0,9.0,9.0,9.0,10.32,9.72,2.0,-0.03,SSG 랜더스,12527,6500,2021,투수,,,,,,,,,,,,,,,,,,,,,
오원석,투수,-0.07,33,21,12,2,0,0,7,6,0,2,110.0,72,84,84.35,530,125,20,3,11,73,10,1,95,8,1,2,5.89,6.87,6.9,6.91,5.14,1.8,-0.07,SSG 랜더스,14581,2700,2021,투수,,,,,,,,,,,,,,,,,,,,,
조병현,투수,-0.1,3,3,0,0,0,0,0,0,0,0,6.2,6,7,7.0,33,7,3,0,1,5,1,0,8,0,0,1,8.1,9.45,9.45,9.21,5.34,1.8,-0.1,SSG 랜더스,14805,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
강지광,투수,-0.14,1,0,1,1,0,0,0,0,0,0,1.0,4,4,4.0,10,3,0,0,0,4,0,0,1,0,0,0,36.0,36.0,36.0,32.96,13.67,7.0,-0.14,SSG 랜더스,10495,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이채호,투수,-0.16,3,0,3,1,0,0,0,0,0,0,5.0,4,7,7.7,27,8,0,0,2,3,0,0,3,1,0,1,7.2,12.6,13.86,12.92,8.89,2.2,-0.16,SSG 랜더스,13130,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김세현,투수,-0.17,5,0,5,1,0,0,0,0,0,0,4.1,5,5,5.85,28,9,2,0,0,7,0,1,5,0,1,0,10.38,10.38,12.15,11.46,5.17,3.69,-0.17,SSG 랜더스,10431,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,
양선률,투수,-0.18,1,1,0,0,0,0,0,1,0,0,1.0,3,3,3.0,10,3,0,0,0,3,1,0,1,0,0,1,27.0,27.0,27.0,30.96,13.67,6.0,-0.18,SSG 랜더스,14682,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이건욱,투수,-0.36,5,4,1,1,0,0,0,1,0,0,12.2,16,16,15.5,72,16,4,0,4,19,1,0,5,0,0,0,11.37,11.37,11.01,10.9,11.43,2.76,-0.36,SSG 랜더스,11242,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김정빈,투수,-0.39,6,6,0,0,0,0,0,1,0,0,17.1,19,20,19.65,92,20,1,0,5,20,4,0,21,0,0,1,9.87,10.38,10.2,10.33,8.46,2.31,-0.39,SSG 랜더스,11364,4000,2021,투수,,,,,,,,,,,,,,,,,,,,,
루친스키,투수,5.62,30,30,0,0,0,0,15,10,0,0,178.2,63,76,73.95,754,160,24,1,12,55,10,0,177,17,2,6,3.17,3.83,3.73,3.64,3.22,1.2,5.62,NC 다이노스,13932,130000,2021,투수,,,,,,,,,,,,,,,,,,,,,
파슨스,투수,4.31,24,24,0,1,1,0,4,8,0,0,133.0,55,56,54.8,577,109,16,2,9,63,11,0,148,7,1,10,3.72,3.79,3.71,3.56,3.51,1.29,4.31,NC 다이노스,14749,32000,2021,투수,,,,,,,,,,,,,,,,,,,,,
신민혁,투수,3.26,30,25,5,2,0,0,9,6,0,0,145.0,71,75,72.8,625,155,28,3,17,44,5,0,107,4,2,2,4.41,4.66,4.52,4.46,4.36,1.37,3.26,NC 다이노스,13085,4000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이재학,투수,1.65,17,17,0,2,2,1,6,6,0,0,83.0,48,50,44.85,370,74,16,1,14,52,6,0,65,2,0,3,5.2,5.42,4.86,4.69,5.84,1.52,1.65,NC 다이노스,10220,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이용찬,투수,1.41,39,0,39,30,0,0,1,3,16,3,37.0,9,11,13.6,151,27,4,0,2,11,1,3,35,3,1,2,2.19,2.68,3.31,3.15,2.97,1.03,1.41,NC 다이노스,10217,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
송명기,투수,1.33,24,24,0,0,0,0,8,9,0,0,123.1,81,83,77.65,574,147,39,2,12,58,9,1,102,3,1,2,5.91,6.06,5.67,5.61,4.52,1.66,1.33,NC 다이노스,14155,11000,2021,투수,,,,,,,,,,,,,,,,,,,,,
홍성민,투수,1.2,53,0,53,2,0,0,3,4,0,14,41.1,18,19,17.75,185,53,9,0,3,12,2,1,26,1,1,2,3.92,4.14,3.86,3.67,4.03,1.57,1.2,NC 다이노스,10814,11000,2021,투수,,,,,,,,,,,,,,,,,,,,,
류진욱,투수,0.99,44,0,44,11,0,0,1,0,1,7,43.1,10,15,19.15,190,40,6,1,2,22,0,0,31,5,0,4,2.08,3.12,3.98,3.9,4.1,1.43,0.99,NC 다이노스,11355,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
임정호,투수,0.76,60,0,60,1,0,0,0,4,0,12,34.2,16,20,16.0,165,37,4,1,2,25,3,2,24,3,0,0,4.15,5.19,4.15,4.14,5.23,1.79,0.76,NC 다이노스,11168,13000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김영규,투수,0.66,37,8,29,1,0,0,5,3,0,6,63.2,38,40,40.5,286,69,8,0,10,28,1,0,42,3,0,3,5.37,5.65,5.73,5.51,5.4,1.52,0.66,NC 다이노스,13088,8300,2021,투수,,,,,,,,,,,,,,,,,,,,,
박정수,투수,0.48,3,3,0,0,0,0,3,0,0,0,16.0,7,7,7.0,69,16,4,0,2,8,1,0,11,0,0,0,3.94,3.94,3.94,3.74,5.28,1.5,0.48,NC 다이노스,11300,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
문경찬,투수,0.47,35,0,35,8,0,0,0,1,0,4,31.0,17,20,16.75,142,25,6,0,6,20,0,1,25,4,0,1,4.94,5.81,4.86,4.7,6.05,1.45,0.47,NC 다이노스,11299,11500,2021,투수,,,,,,,,,,,,,,,,,,,,,
임창민,투수,0.46,46,0,46,4,0,0,0,3,0,17,40.1,17,23,23.05,178,35,8,0,2,20,4,1,29,3,0,7,3.79,5.13,5.14,5.04,4.33,1.36,0.46,NC 다이노스,10452,14000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박진우,투수,0.38,9,0,9,5,0,0,0,0,0,1,11.0,2,2,2.35,44,6,2,0,0,5,1,0,12,0,0,1,1.64,1.64,1.92,1.82,2.73,1.0,0.38,NC 다이노스,11358,11500,2021,투수,,,,,,,,,,,,,,,,,,,,,
김태경,투수,0.32,7,3,4,2,0,0,0,0,0,0,15.0,8,8,6.45,63,11,4,0,1,9,1,0,10,0,0,1,4.8,4.8,3.87,3.94,4.96,1.33,0.32,NC 다이노스,14593,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
배민서,투수,0.26,32,2,30,11,0,0,1,0,0,0,40.0,22,26,26.7,187,51,6,0,3,17,4,0,23,2,0,3,4.95,5.85,6.01,5.99,4.85,1.7,0.26,NC 다이노스,14158,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
강태경,투수,0.15,3,3,0,0,0,0,0,1,0,0,12.2,8,8,8.0,61,13,3,0,2,10,2,0,10,1,0,2,5.68,5.68,5.68,5.52,6.61,1.82,0.15,NC 다이노스,14647,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
노시훈,투수,0.13,5,0,5,1,0,0,0,0,0,0,4.2,2,2,1.5,22,4,1,0,1,4,0,0,2,0,0,0,3.86,3.86,2.89,2.85,7.9,1.71,0.13,NC 다이노스,14649,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
원종현,투수,0.13,61,0,61,33,0,0,2,2,14,6,53.0,25,27,34.0,245,67,9,0,5,23,3,2,45,3,0,4,4.25,4.58,5.77,5.64,4.17,1.7,0.13,NC 다이노스,11161,30000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이우석,투수,0.1,10,0,10,3,0,0,1,0,0,0,9.2,6,6,6.0,49,13,4,0,1,7,3,0,8,0,0,0,5.59,5.59,5.59,5.29,6.14,2.07,0.1,NC 다이노스,11360,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최금강,투수,0.07,20,0,20,4,0,0,2,1,1,0,28.0,14,14,19.0,129,29,6,0,4,17,2,0,25,0,0,3,4.5,4.5,6.11,6.03,5.34,1.64,0.07,NC 다이노스,11174,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승헌,투수,0.0,5,0,5,1,0,0,0,0,0,0,5.1,4,5,4.3,27,9,3,0,0,1,0,0,7,1,0,0,6.75,8.44,7.26,6.86,1.07,1.88,0.0,NC 다이노스,13089,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
안인산,투수,-0.05,7,0,7,2,0,0,0,0,0,0,6.2,4,5,6.0,34,3,1,0,0,7,3,0,9,1,0,3,5.4,6.75,8.1,8.21,5.04,1.5,-0.05,NC 다이노스,14598,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이용준,투수,-0.1,2,0,2,1,0,0,0,0,0,0,1.2,4,4,3.15,12,3,0,0,0,4,0,0,1,0,0,2,21.6,21.6,17.01,17.41,9.71,4.2,-0.1,NC 다이노스,14763,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김건태,투수,-0.12,6,0,6,2,0,0,0,0,0,0,6.2,4,4,6.25,29,2,0,0,1,7,0,0,5,0,0,3,5.4,5.4,8.44,8.37,6.93,1.35,-0.12,NC 다이노스,10432,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김진호,투수,-0.14,1,1,0,0,0,0,0,1,0,0,1.0,3,3,3.0,7,2,0,0,0,3,0,0,1,0,0,1,27.0,27.0,27.0,25.64,10.57,5.0,-0.14,NC 다이노스,12897,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
강윤구,투수,-0.14,1,1,0,0,0,0,0,0,0,0,2.0,4,4,4.0,12,5,1,0,1,2,0,0,3,0,0,0,18.0,18.0,18.0,17.04,9.07,3.5,-0.14,NC 다이노스,10423,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
소이현,투수,-0.18,10,0,10,6,0,0,0,0,0,0,10.2,8,12,12.5,59,13,3,0,1,12,0,0,10,2,0,1,6.75,10.13,10.55,9.65,6.03,2.34,-0.18,NC 다이노스,12900,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
김태현,투수,-0.26,6,0,6,4,0,0,0,0,0,0,5.1,7,8,9.2,32,5,0,0,0,7,4,0,3,1,0,3,11.81,13.5,15.53,15.27,8.75,2.25,-0.26,NC 다이노스,12898,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
강동연,투수,-0.31,12,3,9,0,0,0,3,2,0,1,23.0,20,21,20.3,109,25,4,1,4,14,0,0,14,2,0,3,7.83,8.22,7.94,7.99,6.2,1.7,-0.31,NC 다이노스,10883,4400,2021,투수,,,,,,,,,,,,,,,,,,,,,
손정욱,투수,-0.35,15,0,15,1,0,0,1,0,0,0,12.1,9,9,12.45,61,17,2,3,1,7,0,0,8,0,0,1,6.57,6.57,9.09,8.7,4.87,1.95,-0.35,NC 다이노스,11142,4400,2021,투수,,,,,,,,,,,,,,,,,,,,,
김진성,투수,-0.97,42,0,42,6,0,0,2,4,1,9,37.2,30,34,34.0,174,43,10,0,7,18,1,3,37,2,0,2,7.17,8.12,8.12,7.94,5.0,1.62,-0.97,NC 다이노스,11166,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
미란다,투수,7.49,28,28,0,1,1,1,14,5,0,0,173.2,45,49,48.3,709,135,21,1,11,63,1,0,225,3,1,7,2.33,2.54,2.5,2.73,2.42,1.14,7.49,두산 베어스,14751,55000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최원준,투수,4.89,29,29,0,0,0,0,12,4,0,0,158.1,58,65,62.25,673,160,31,4,15,37,10,1,113,5,0,0,3.3,3.69,3.54,3.75,4.01,1.24,4.89,두산 베어스,12852,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,
로켓,투수,4.42,21,21,0,1,1,0,9,9,0,0,124.0,41,44,42.8,540,132,20,2,5,42,12,1,112,3,1,1,2.98,3.19,3.11,3.35,3.34,1.4,4.42,두산 베어스,14750,49300,2021,투수,,,,,,,,,,,,,,,,,,,,,
홍건희,투수,2.67,65,0,65,11,0,0,6,6,3,17,74.1,23,23,27.1,303,65,11,0,3,27,0,0,82,0,1,7,2.78,2.78,3.28,3.36,2.62,1.24,2.67,두산 베어스,10696,11000,2021,투수,,,,,,,,,,,,,,,,,,,,,
곽빈,투수,2.42,21,21,0,0,0,0,4,7,0,0,98.2,45,50,46.2,455,78,17,3,7,79,12,0,96,2,1,6,4.1,4.56,4.21,4.32,5.04,1.59,2.42,두산 베어스,13061,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김강률,투수,1.97,50,0,50,43,0,0,3,0,21,3,51.2,12,15,17.9,230,54,7,2,2,25,1,4,41,3,0,4,2.09,2.61,3.12,3.32,3.68,1.53,1.97,두산 베어스,10690,11000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승진,투수,1.3,47,0,47,9,0,0,1,4,2,13,48.1,21,24,19.4,210,41,3,0,3,31,2,2,28,2,2,2,3.91,4.47,3.61,3.76,5.11,1.49,1.3,두산 베어스,12678,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이현승,투수,0.93,38,0,38,1,0,0,5,1,0,7,23.1,5,6,6.65,90,16,2,0,1,6,0,1,20,3,0,0,1.93,2.31,2.57,2.84,2.8,0.94,0.93,두산 베어스,10221,7000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김명신,투수,0.36,58,1,57,11,0,0,3,2,0,2,67.0,32,37,40.3,289,72,14,3,6,14,6,1,43,7,0,1,4.3,4.97,5.41,5.79,4.15,1.28,0.36,두산 베어스,12847,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
윤명준,투수,0.35,45,0,45,14,0,0,1,0,0,1,45.2,24,28,26.45,208,53,6,0,3,20,4,2,26,3,1,1,4.73,5.52,5.21,5.58,4.69,1.6,0.35,두산 베어스,10885,15600,2021,투수,,,,,,,,,,,,,,,,,,,,,
권휘,투수,0.33,24,0,24,7,0,0,0,0,0,1,20.1,6,6,9.25,92,16,3,0,0,14,2,0,15,2,0,3,2.66,2.66,4.09,4.58,4.36,1.48,0.33,두산 베어스,13665,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
이영하,투수,0.33,35,11,24,4,0,0,5,6,1,2,78.2,55,58,56.95,364,81,18,0,9,57,1,0,53,3,0,7,6.29,6.64,6.52,6.78,5.73,1.75,0.33,두산 베어스,12568,19000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박치국,투수,0.24,23,0,23,3,0,0,2,1,0,8,22.0,10,11,12.45,95,21,5,0,2,11,1,3,20,1,0,1,4.09,4.5,5.09,5.14,3.99,1.45,0.24,두산 베어스,12850,16000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김민규,투수,0.14,31,6,25,7,0,0,2,3,0,1,56.1,38,40,37.95,262,64,10,0,9,28,4,0,39,3,0,3,6.07,6.39,6.06,6.32,5.7,1.63,0.14,두산 베어스,13072,5500,2021,투수,,,,,,,,,,,,,,,,,,,,,
최세창,투수,0.06,1,0,1,1,0,0,0,0,0,0,1.1,0,0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.09,1.5,0.06,두산 베어스,14574,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
박웅,투수,0.05,10,0,10,6,0,0,0,0,0,0,11.2,7,7,7.85,49,12,1,1,0,4,3,0,7,0,0,0,5.4,5.4,6.06,6.48,4.13,1.37,0.05,두산 베어스,14731,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김도윤,투수,0.04,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-1.23,0.0,0.04,두산 베어스,14768,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최승용,투수,0.03,15,2,13,1,0,0,0,0,0,2,18.1,8,10,12.45,83,20,3,1,3,10,1,0,16,3,0,0,3.93,4.91,6.11,6.31,5.39,1.64,0.03,두산 베어스,14770,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
문대원,투수,-0.02,2,0,2,1,0,0,0,0,0,0,1.1,1,1,1.35,9,2,0,0,1,2,0,0,1,1,0,0,6.75,6.75,9.11,9.12,15.47,3.0,-0.02,두산 베어스,12848,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
남호,투수,-0.03,5,0,5,1,0,0,0,1,0,0,2.2,3,3,2.0,13,3,1,0,0,3,0,0,2,0,0,0,10.13,10.13,6.75,7.58,5.38,2.25,-0.03,두산 베어스,14139,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,
박소준,투수,-0.04,22,5,17,4,0,0,0,4,0,0,59.2,38,42,41.8,274,69,10,1,3,29,3,0,33,1,0,3,5.73,6.34,6.31,6.69,4.65,1.64,-0.04,두산 베어스,11491,3500,2021,투수,,,,,,,,,,,,,,,,,,,,,
고봉재,투수,-0.12,1,0,1,0,0,0,0,0,0,0,1.1,4,4,4.0,8,5,0,0,1,0,0,0,0,0,0,0,27.0,27.0,27.0,24.28,12.69,3.75,-0.12,두산 베어스,12605,3300,2021,투수,,,,,,,,,,,,,,,,,,,,,
유재유,투수,-0.16,4,0,4,2,0,0,0,0,0,0,3.1,4,4,5.2,19,4,0,0,2,5,0,0,1,0,0,1,10.8,10.8,14.04,13.44,14.81,2.7,-0.16,두산 베어스,12544,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
이형범,투수,-0.18,4,0,4,2,0,0,0,0,0,0,2.2,0,2,3.35,16,2,0,0,0,5,1,0,2,1,0,0,0.0,6.75,11.31,11.29,8.87,2.63,-0.18,두산 베어스,11159,9000,2021,투수,,,,,,,,,,,,,,,,,,,,,
현도훈,투수,-0.25,5,2,3,0,0,0,0,0,0,0,8.2,12,12,10.3,46,9,1,0,1,13,0,0,9,0,0,1,12.46,12.46,10.7,11.24,7.19,2.54,-0.25,두산 베어스,13271,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이교훈,투수,-0.3,11,0,11,4,0,0,0,0,0,0,8.1,10,10,10.55,43,13,3,0,2,3,1,0,8,1,0,0,10.8,10.8,11.39,12.43,5.71,1.92,-0.3,두산 베어스,14173,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
장원준,투수,-0.32,32,0,32,2,0,0,0,1,1,4,18.2,14,15,14.25,95,20,3,0,1,18,2,0,8,1,0,1,6.75,7.23,6.87,7.66,6.65,2.04,-0.32,두산 베어스,10299,8000,2021,투수,,,,,,,,,,,,,,,,,,,,,
조제영,투수,-0.37,6,1,5,3,0,0,0,1,0,0,10.2,13,13,13.85,60,18,3,0,1,10,1,1,5,1,0,1,10.97,10.97,11.69,11.82,6.91,2.63,-0.37,두산 베어스,14732,3100,2021,투수,,,,,,,,,,,,,,,,,,,,,
유희관,투수,-0.57,15,15,0,0,0,0,4,7,0,0,63.0,54,57,55.6,314,107,14,3,10,24,3,0,23,2,0,0,7.71,8.14,7.94,8.44,6.07,2.08,-0.57,두산 베어스,10213,30000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박정수,투수,-0.58,9,2,7,5,0,0,0,3,0,0,14.1,18,20,19.5,74,22,5,0,3,6,2,0,15,2,0,2,11.3,12.56,12.24,12.54,5.37,1.95,-0.58,두산 베어스,11300,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
요키시,투수,6.13,31,31,0,0,0,0,16,9,0,0,181.1,59,71,69.45,739,171,24,0,12,46,4,2,131,18,0,9,2.93,3.52,3.45,3.48,3.59,1.2,6.13,키움 히어로즈,13940,75000,2021,투수,,,,,,,,,,,,,,,,,,,,,
안우진,투수,3.02,21,21,0,0,0,0,8,8,0,0,107.2,39,47,46.15,450,88,15,1,13,41,7,1,110,7,1,5,3.26,3.93,3.86,3.98,4.0,1.2,3.02,키움 히어로즈,13091,9000,2021,투수,,,,,,,,,,,,,,,,,,,,,
한현희,투수,2.24,18,15,3,0,0,0,6,2,0,1,85.2,37,42,37.85,372,86,20,0,4,30,6,0,61,3,0,3,3.89,4.41,3.98,4.13,3.85,1.35,2.24,키움 히어로즈,10863,29000,2021,투수,,,,,,,,,,,,,,,,,,,,,
브리검,투수,1.91,10,10,0,0,0,0,7,3,0,0,61.0,20,25,24.65,250,49,8,0,6,26,4,0,49,2,0,3,2.95,3.69,3.64,3.69,4.45,1.23,1.91,키움 히어로즈,12992,48000,2021,투수,,,,,,,,,,,,,,,,,,,,,
최원태,투수,1.68,28,28,0,0,0,0,9,11,0,0,143.1,73,89,84.75,643,163,21,3,11,53,10,2,93,10,0,3,4.58,5.59,5.32,5.55,4.38,1.51,1.68,키움 히어로즈,11379,29000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김태훈,투수,1.61,66,0,66,20,0,0,4,2,11,15,64.1,23,26,28.05,282,60,10,0,1,33,1,2,52,3,1,3,3.22,3.64,3.92,4.09,3.47,1.45,1.61,키움 히어로즈,10871,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
정찬헌,투수,1.45,11,11,0,1,1,1,3,3,0,0,56.1,25,26,25.65,248,64,11,0,1,15,4,0,28,5,0,1,3.99,4.15,4.1,4.2,3.78,1.4,1.45,키움 히어로즈,10533,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김재웅,투수,1.04,51,0,51,9,0,0,0,1,1,11,53.1,21,24,25.4,243,49,2,0,5,33,1,3,47,6,0,2,3.54,4.05,4.29,4.4,4.6,1.54,1.04,키움 히어로즈,12858,5200,2021,투수,,,,,,,,,,,,,,,,,,,,,
조상우,투수,0.96,44,0,44,26,0,0,6,5,15,5,44.0,17,18,20.95,187,30,5,0,4,19,2,2,47,6,0,2,3.48,3.68,4.29,4.35,3.59,1.11,0.96,키움 히어로즈,11126,33000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김성민,투수,0.7,47,0,47,6,0,0,2,3,1,11,46.2,17,21,24.25,218,43,7,0,4,35,6,2,36,3,0,1,3.28,4.05,4.68,4.81,5.52,1.67,0.7,키움 히어로즈,12918,6000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김동혁,투수,0.7,40,8,32,10,0,0,0,5,1,0,82.0,46,51,52.2,367,89,21,0,5,34,14,4,30,9,1,0,5.05,5.6,5.73,5.68,5.24,1.5,0.7,키움 히어로즈,14674,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
윤정현,투수,0.4,10,0,10,3,0,0,0,0,0,1,12.1,2,2,3.35,53,11,2,0,0,5,1,0,7,0,0,0,1.46,1.46,2.44,2.48,3.86,1.3,0.4,키움 히어로즈,14131,3500,2021,투수,,,,,,,,,,,,,,,,,,,,,
김인범,투수,0.25,3,0,3,2,0,0,0,0,0,0,5.1,0,0,0.0,20,3,1,0,0,1,0,0,5,0,0,0,0.0,0.0,0.0,0.0,2.0,0.75,0.25,키움 히어로즈,14480,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김준형,투수,0.18,14,0,14,2,0,0,0,0,0,0,14.1,5,6,7.55,67,15,1,0,2,7,3,0,8,1,0,1,3.14,3.77,4.74,5.01,6.19,1.53,0.18,키움 히어로즈,14848,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박승주,투수,0.07,3,0,3,1,0,0,0,0,0,0,4.1,2,2,2.0,18,3,1,0,0,3,0,0,1,0,0,0,4.15,4.15,4.15,4.4,5.34,1.38,0.07,키움 히어로즈,12989,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
스미스,투수,0.03,2,2,0,0,0,0,1,0,0,0,10.0,7,7,7.0,43,9,2,0,1,5,0,0,5,0,0,0,6.3,6.3,6.3,6.67,5.26,1.4,0.03,키움 히어로즈,14754,50000,2021,투수,,,,,,,,,,,,,,,,,,,,,
