Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y,pit_GS,pit_IP
김유영,투수,53,51,6,0,0,1,2,1,6,20,27,25.7,212,50,7,0,2,16,4,0,42,8,1,3,3.78,,3.8,1.38,LG 트윈스,11229.0,,52.0,2.0,47.2,0.0,6.0,3.0,,1.13,0.0,0.0,6700,0.56,11926,,2.0,47.2
배재환,투수,20,20,5,0,0,0,1,0,0,16,17,16.5,91,20,2,0,5,15,0,1,13,0,0,0,7.32,,7.94,1.78,NC 다이노스,11248.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6300,-0.11,-55843,,0.0,19.2
김사윤,투수,23,21,10,0,0,0,1,1,0,19,29,30.05,173,40,6,2,2,25,5,0,36,1,0,4,4.62,,4.92,1.76,KIA 타이거즈,11364.0,,23.0,2.0,37.0,0.0,6.0,1.0,,1.46,0.0,0.0,3400,-0.10,-32496,,2.0,37.0
김택형,투수,6,6,0,0,0,0,1,0,0,7,7,6.15,37,10,1,0,1,6,1,1,1,0,1,1,9.0,,8.64,2.29,SSG 랜더스,11373.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20500,-0.03,-795943,,0.0,7.0
박진형,투수,7,7,0,0,0,0,0,0,0,3,3,2.65,24,6,1,0,0,1,1,0,4,0,0,1,4.26,,3.6,1.11,롯데 자이언츠,11425.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8600,0.21,40344,,0.0,6.1
박소준,투수,1,0,0,0,0,0,1,0,0,5,5,5.0,20,6,0,0,2,2,0,0,2,0,0,1,11.25,,10.45,2.0,두산 베어스,11491.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3300,-0.07,-47751,,1.0,4.0
정동윤,투수,3,3,1,0,0,0,0,0,0,0,0,0.35,7,1,0,0,0,1,0,0,2,0,0,0,0.0,,3.06,1.2,SSG 랜더스,12571.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.05,54717,,0.0,1.2
서의태,투수,11,11,2,0,0,1,0,0,0,8,8,7.3,34,5,1,0,1,8,0,0,7,0,0,1,9.39,,6.7,1.7,NC 다이노스,12574.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.06,-52157,,0.0,7.2
박정우,투수,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,KIA 타이거즈,12869.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,3800,0.42,8953,,0.0,0.0
소이현,투수,4,4,3,0,0,0,0,0,0,5,7,5.95,19,6,3,0,0,1,1,0,1,1,0,0,13.5,,5.31,2.1,NC 다이노스,12900.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3200,-0.06,-53577,,0.0,3.1
김성민,투수,46,46,4,0,0,3,4,0,14,22,24,25.15,188,45,4,0,5,17,1,0,34,0,1,3,4.34,,4.86,1.36,키움 히어로즈,12918.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9000,0.48,18900,,0.0,45.2
윤성빈,투수,1,0,0,0,0,0,1,0,0,5,5,4.3,9,4,1,0,1,2,0,0,1,0,0,0,45.0,,19.8,6.0,롯데 자이언츠,12928.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,-0.06,-49968,,1.0,1.0
김윤수,투수,4,4,2,0,0,0,0,0,0,6,6,6.7,26,6,0,0,0,7,0,0,2,0,0,1,10.13,,7.33,2.44,삼성 라이온즈,13162.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7000,-0.14,-50854,,0.0,5.1
박주현,투수,3,3,1,0,0,0,0,0,0,2,2,2.0,13,3,0,0,1,1,0,0,4,0,0,0,6.0,,5.87,1.33,NC 다이노스,13175.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.03,109982,,0.0,3.0
현도훈,투수,8,8,5,0,0,0,1,0,0,10,11,12.05,50,15,3,1,2,6,0,0,8,2,0,1,9.0,,6.44,2.1,롯데 자이언츠,13271.0,,7.0,0.0,10.0,1.0,2.0,0.0,,2.7,0.0,0.0,3200,-0.13,-24338,,0.0,10.0
권휘,투수,8,8,3,0,0,0,0,0,0,11,11,8.8,49,15,3,0,0,7,0,0,11,0,0,1,11.0,,3.55,2.44,두산 베어스,13665.0,,8.0,0.0,9.0,1.0,1.0,1.0,,2.0,0.0,0.0,3000,-0.05,-55129,,0.0,9.0
김도현,투수,35,25,6,0,0,4,6,0,3,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,,5.31,1.57,KIA 타이거즈,14128.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3500,1.18,2957,,10.0,75.0
임준형,투수,18,17,3,0,0,0,0,0,0,10,10,7.95,62,16,4,0,2,4,3,0,13,0,0,0,6.59,,5.15,1.46,LG 트윈스,14142.0,,17.0,1.0,13.2,1.0,1.0,0.0,,1.32,0.0,0.0,4800,0.13,37733,,1.0,13.2
김현수,투수,5,5,4,0,0,0,0,0,0,10,10,10.15,28,7,4,0,0,5,1,0,4,0,0,2,18.0,,5.92,2.4,KIA 타이거즈,14162.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4500,-0.12,-38109,,0.0,5.0
전루건,투수,6,6,1,0,0,0,0,0,0,14,14,14.15,44,15,3,0,0,9,4,0,0,0,0,0,22.24,,11.31,4.24,NC 다이노스,14171.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3200,-0.14,-22406,,0.0,5.2
이교훈,투수,33,33,7,0,0,1,1,0,1,29,32,32.65,166,43,11,1,7,17,2,0,27,2,0,0,7.39,,6.31,1.7,두산 베어스,14173.0,,32.0,0.0,35.1,5.0,2.0,0.0,,1.78,0.0,0.0,3300,-0.40,-8167,,0.0,35.1
김인범,투수,19,5,4,0,0,2,7,0,0,38,40,39.3,297,75,8,1,9,31,8,0,27,2,1,3,5.4,,6.73,1.67,키움 히어로즈,14480.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3300,0.68,4864,,14.0,63.1
유지성,투수,3,3,2,0,0,0,0,0,0,2,4,2.8,14,5,0,0,1,0,1,0,3,1,0,0,7.71,,7.41,2.14,KIA 타이거즈,14607.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,-0.02,-128033,,0.0,2.1
이승민,투수,25,17,6,0,0,1,4,0,0,45,48,45.25,237,71,8,1,14,26,3,0,23,5,0,1,8.56,,8.4,2.05,삼성 라이온즈,14616.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4100,-0.46,-8960,,8.0,47.1
홍민기,투수,3,2,0,0,0,0,0,0,0,5,7,5.15,24,8,3,0,0,1,2,0,2,2,0,3,12.27,,5.37,2.45,롯데 자이언츠,14625.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,-0.01,-245954,,1.0,3.2
이종준,투수,27,27,13,0,0,1,2,0,1,12,13,12.65,119,26,5,0,4,16,0,0,28,1,0,1,4.15,,5.25,1.62,LG 트윈스,14651.0,,26.0,0.0,26.0,1.0,2.0,0.0,,1.04,0.0,0.0,3000,0.35,8545,,0.0,26.0
장재혁,투수,1,1,0,0,0,0,0,0,0,0,0,0.0,7,2,0,0,0,1,0,0,0,0,0,0,0.0,,6.52,2.25,KIA 타이거즈,14657.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.06,50100,,0.0,1.1
성재헌,투수,30,29,3,0,0,0,0,0,1,26,29,27.9,159,46,13,2,1,16,5,2,20,3,1,2,7.31,,4.85,1.94,KT 위즈,14667.0,,29.0,1.0,32.0,1.0,8.0,1.0,,2.53,0.0,0.0,3000,-0.07,-45935,,1.0,32.0
김동욱,투수,37,37,11,0,0,2,1,0,3,20,20,23.45,146,33,9,1,4,6,2,1,18,1,0,1,5.0,,4.96,1.08,키움 히어로즈,14681.0,,37.0,0.0,36.0,2.0,3.0,0.0,,1.25,0.0,0.0,3000,0.11,26713,,0.0,36.0
박시후,투수,11,11,5,0,0,0,0,0,0,11,11,10.65,70,18,1,0,1,7,2,0,11,1,0,0,6.75,,5.04,1.7,SSG 랜더스,14687.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.11,28325,,0.0,14.2
김승일,투수,3,3,1,0,0,0,0,0,0,1,1,0.3,13,4,1,0,0,0,1,0,2,0,0,1,3.0,,3.57,1.33,한화 이글스,14711.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.13,23229,,0.0,3.0
최종인,투수,11,11,4,0,0,1,0,1,2,4,4,5.0,42,8,0,0,2,5,0,0,8,0,0,0,3.72,,6.2,1.34,두산 베어스,14733.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.18,17066,,0.0,9.2
김도윤,투수,2,2,2,0,0,0,0,0,0,1,2,2.0,12,2,1,0,0,2,1,0,1,0,0,0,3.86,,7.11,1.71,두산 베어스,14768.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,0.00,-2232770,,0.0,2.1
한차현,투수,10,5,2,0,0,0,4,0,0,21,22,19.7,103,29,4,1,4,18,0,0,17,1,0,2,9.95,,7.4,2.47,KT 위즈,14776.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,-0.25,-12239,,5.0,19.0
김진수,투수,7,7,3,0,0,0,1,0,0,10,10,9.15,58,17,2,0,3,4,0,0,6,0,0,0,6.75,,6.68,1.58,LG 트윈스,14781.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3200,0.02,204366,,0.0,13.1
송재영,투수,19,19,4,0,0,0,1,1,3,10,10,10.4,40,9,3,0,2,5,1,0,9,0,1,1,10.8,,6.59,1.68,롯데 자이언츠,14794.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,-0.17,-18291,,0.0,8.1
정우준,투수,8,8,5,0,0,0,0,0,0,4,4,6.6,40,10,2,0,2,7,0,0,5,0,0,0,4.32,,8.16,2.04,롯데 자이언츠,14795.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3100,0.04,78951,,0.0,8.1
장지훈,투수,18,18,7,0,0,0,0,0,0,16,16,18.4,101,29,6,0,3,10,1,0,10,1,0,0,6.75,,6.3,1.83,SSG 랜더스,14804.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13000,-0.07,-194203,,0.0,21.1
조병현,투수,76,76,27,0,0,4,6,12,12,29,34,32.65,302,52,10,0,8,31,2,3,96,5,0,5,3.58,,3.53,1.14,SSG 랜더스,14805.0,,74.0,0.0,73.0,6.0,2.0,2.0,,0.99,0.0,0.0,3000,2.50,1201,,0.0,73.0
이믿음,투수,1,0,0,0,0,0,1,0,0,7,7,7.0,27,11,2,0,0,4,0,0,2,0,0,0,15.75,,6.05,3.75,LG 트윈스,14847.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.16,-18953,,1.0,4.0
신영우,투수,4,2,2,0,0,0,1,0,0,11,11,10.15,52,9,3,0,0,15,2,0,6,0,0,1,10.61,,8.24,2.57,NC 다이노스,15450.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.13,-22821,,2.0,9.1
목지훈,투수,3,0,0,0,0,0,1,0,0,12,12,11.15,52,15,6,0,1,10,2,0,3,1,0,1,12.0,,8.82,2.78,NC 다이노스,15453.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.21,-14190,,3.0,9.0
박윤성,투수,17,17,7,0,0,0,0,0,1,12,12,13.4,81,14,5,0,5,9,0,0,14,2,0,2,5.79,,7.01,1.23,키움 히어로즈,15475.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.04,72014,,0.0,18.2
최준호,투수,17,2,0,0,0,3,6,0,0,41,44,41.7,314,69,8,2,11,30,4,0,58,2,0,6,5.1,,5.46,1.37,두산 베어스,15508.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,1.21,2476,,15.0,72.1
코너,투수,28,0,1,1,1,11,6,0,0,61,67,65.45,663,135,17,3,21,40,19,0,158,4,0,9,3.43,,4.44,1.09,삼성 라이온즈,15860.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,80000,4.85,16504,,28.0,160.0
레예스,투수,26,0,0,0,0,11,4,0,0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,,4.26,1.31,삼성 라이온즈,15861.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,50000,4.16,12032,,26.0,144.0
육선엽,투수,11,10,5,0,0,0,0,0,0,10,11,12.55,87,19,2,0,3,17,2,0,11,1,0,1,5.29,,8.15,2.12,삼성 라이온즈,15864.0,,11.0,1.0,17.0,2.0,0.0,0.0,,1.06,0.0,0.0,3000,0.06,53207,,1.0,17.0
김대호,투수,1,0,0,0,0,0,1,0,0,5,6,6.0,22,7,2,0,1,2,0,0,1,1,0,0,11.25,,8.1,2.25,삼성 라이온즈,15882.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.10,-30999,,1.0,4.0
진우영,투수,6,6,6,0,0,0,0,0,0,4,4,4.0,35,8,3,0,1,4,0,0,6,0,0,2,4.7,,5.41,1.57,LG 트윈스,16015.0,,6.0,0.0,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.08,36767,,0.0,7.2
정지헌,투수,17,17,4,0,0,0,0,0,1,16,18,15.65,69,19,2,0,2,11,3,0,11,2,0,3,11.68,,7.42,2.43,LG 트윈스,16017.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.24,-12395,,0.0,12.1
엔스,투수,30,0,0,0,0,13,6,0,0,78,84,83.65,714,169,29,3,16,50,6,0,157,9,0,4,4.19,,4.03,1.31,LG 트윈스,16023.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,60000,3.76,15962,,30.0,167.2
원상현,투수,22,12,3,0,0,2,5,0,1,51,54,52.8,324,105,18,2,6,31,2,0,59,3,1,7,7.03,,4.6,2.08,KT 위즈,16027.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.04,70898,,10.0,65.1
육청명,투수,13,3,1,0,0,1,5,0,0,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,,6.41,1.61,KT 위즈,16028.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.63,4742,,10.0,44.2
최현석,투수,2,2,0,0,0,0,0,0,0,4,4,4.0,10,5,0,0,1,3,0,0,1,0,0,0,54.0,,32.25,12.0,SSG 랜더스,16041.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.02,-139212,,0.0,0.2
박성빈,투수,3,3,3,0,0,0,0,0,0,0,0,0.0,9,1,0,0,0,0,1,0,2,0,0,0,0.0,,3.38,0.43,SSG 랜더스,16044.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.11,27432,,0.0,2.1
김민규,투수,7,7,3,0,0,0,0,0,0,4,4,6.05,30,8,1,0,0,3,0,0,2,0,0,1,5.68,,4.88,1.74,NC 다이노스,16049.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.08,-39480,,0.0,6.1
임상현,투수,12,5,1,0,0,1,5,0,0,29,35,34.5,181,46,13,0,5,23,2,0,21,1,0,1,6.47,,6.29,1.71,NC 다이노스,16053.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.02,-121956,,7.0,40.1
최우석,투수,9,9,3,0,0,0,0,0,0,3,3,4.2,37,7,2,0,2,6,0,0,8,0,0,1,3.12,,6.78,1.5,NC 다이노스,16056.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.12,25298,,0.0,8.2
손주환,투수,4,3,2,0,0,0,1,0,0,4,4,2.8,16,2,0,0,0,2,1,0,4,0,0,0,9.82,,4.01,1.09,NC 다이노스,16057.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.04,-73787,,1.0,3.2
카스타노,투수,19,0,0,0,0,8,6,0,0,54,65,63.45,476,117,23,4,11,25,7,0,89,7,1,0,4.35,,4.27,1.27,NC 다이노스,16064.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,52000,1.83,28476,,19.0,111.2
하트,투수,26,0,0,0,0,13,3,0,0,47,51,51.0,631,124,16,1,11,38,11,0,182,7,0,2,2.69,,3.1,1.03,NC 다이노스,16065.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,50000,6.22,8035,,26.0,157.0
김택연,투수,60,60,32,0,0,3,2,19,4,15,17,18.9,277,51,11,0,2,31,4,1,78,1,0,3,2.08,,3.19,1.26,두산 베어스,16067.0,,60.0,0.0,65.0,1.0,6.0,0.0,,0.97,0.0,0.0,3000,2.97,1010,,0.0,65.0
박지호,투수,1,1,0,0,0,0,0,0,1,0,0,0.0,3,0,0,0,0,1,0,0,2,0,0,1,0.0,,1.35,1.5,두산 베어스,16071.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.11,27911,,0.0,0.2
김민주,투수,2,2,0,0,0,0,0,0,0,1,2,2.85,8,3,1,0,0,1,0,0,2,1,0,1,9.0,,2.3,4.0,KIA 타이거즈,16082.0,,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.04,-82061,,0.0,1.0
김민재,투수,4,4,4,0,0,0,0,0,0,7,7,7.0,22,9,0,0,3,1,1,0,3,0,0,0,15.75,,12.8,2.5,KIA 타이거즈,16083.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.06,-46670,,0.0,4.0
크로우,투수,8,0,0,0,0,5,1,0,0,16,19,18.0,172,41,7,0,2,12,1,1,43,1,0,0,3.57,,3.05,1.31,KIA 타이거즈,16087.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,60000,1.28,47041,,8.0,40.1
네일,투수,26,0,0,0,0,12,5,0,0,42,69,67.3,642,154,27,1,11,35,9,0,138,17,1,3,2.53,,3.68,1.27,KIA 타이거즈,16088.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,35000,5.02,6975,,26.0,149.1
전미르,투수,36,36,6,0,0,1,5,1,5,22,28,22.5,155,33,10,0,4,21,1,2,34,4,0,3,5.88,,5.02,1.6,롯데 자이언츠,16089.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.45,6734,,0.0,33.2
정현수,투수,18,14,0,0,0,1,1,0,1,12,12,10.75,104,20,7,0,0,12,2,0,25,1,0,0,4.56,,3.39,1.35,롯데 자이언츠,16090.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.89,3373,,4.0,23.2
박준우,투수,2,2,2,0,0,0,0,0,0,2,2,2.0,10,3,1,0,0,1,0,0,1,0,0,0,9.0,,4.5,2.0,롯데 자이언츠,16092.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.00,3037969,,0.0,2.0
황준서,투수,36,25,6,0,0,2,8,0,1,43,44,44.05,341,80,16,0,9,51,5,0,70,1,1,3,5.38,,5.67,1.82,한화 이글스,16107.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,1.31,2288,,11.0,72.0
조동욱,투수,21,13,6,0,0,1,2,0,0,29,34,35.9,198,57,10,0,5,14,6,0,32,3,1,1,6.37,,5.21,1.73,한화 이글스,16108.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,0.08,35359,,8.0,41.0
김도빈,투수,1,0,0,0,0,0,1,0,0,2,2,2.0,5,1,0,0,0,3,0,0,1,0,0,0,54.0,,24.6,12.0,한화 이글스,16118.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.02,-128266,,1.0,0.1
전준표,투수,18,13,4,0,0,2,4,0,0,21,28,27.0,144,35,4,0,4,20,5,0,18,4,0,4,6.83,,7.09,1.99,키움 히어로즈,16122.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.30,-10074,,5.0,27.2
김윤하,투수,19,7,0,0,0,1,6,0,2,53,57,54.95,363,93,22,2,6,35,4,0,43,4,1,3,6.04,,5.27,1.62,키움 히어로즈,16123.0,,18.0,12.0,79.0,2.0,9.0,1.0,,1.25,0.0,0.0,3000,0.45,6688,,12.0,79.0
손현기,투수,6,4,2,0,0,0,1,0,0,12,14,13.3,69,17,3,1,2,8,3,0,9,0,0,3,7.53,,6.67,1.74,키움 히어로즈,16125.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.10,-29484,,2.0,14.1
김연주,투수,34,34,11,0,0,1,1,0,1,23,24,24.5,148,34,10,0,5,17,5,1,18,0,0,2,6.61,,6.74,1.63,키움 히어로즈,16127.0,,33.0,0.0,31.1,2.0,4.0,0.0,,1.72,0.0,0.0,3000,-0.13,-22558,,0.0,31.1
박범준,투수,5,5,3,0,0,0,1,0,0,8,8,7.3,28,7,2,0,1,4,1,0,8,0,0,2,13.5,,5.59,2.06,키움 히어로즈,16133.0,,5.0,0.0,5.1,0.0,0.0,0.0,,0.0,0.0,0.0,3000,-0.11,-28239,,0.0,5.1
헤이수스,투수,30,0,0,0,0,13,11,0,0,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,,4.11,1.25,키움 히어로즈,16138.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,60000,4.65,12907,,30.0,171.1
더거,투수,6,0,0,0,0,0,3,0,0,32,33,33.0,116,37,7,3,2,10,3,0,18,1,0,0,12.71,,5.04,2.07,SSG 랜더스,16141.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,65000,-0.52,-124987,,6.0,22.2
앤더슨,투수,24,1,0,0,0,11,3,0,0,50,55,53.8,496,98,13,1,11,53,8,0,158,4,1,5,3.89,,3.55,1.31,SSG 랜더스,16146.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,57000,4.13,13786,,23.0,115.2
시라카와,투수,7,0,0,0,0,2,3,0,0,23,25,23.45,158,30,2,1,3,24,2,0,19,3,0,5,6.03,,6.2,1.57,두산 베어스,16148.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3600,0.76,4715,,7.0,34.1
바리아,투수,20,1,0,0,0,6,7,0,0,53,58,56.6,405,114,20,1,10,18,0,0,83,7,0,6,5.15,,3.85,1.42,한화 이글스,16150.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,48000,1.75,27382,,19.0,92.2
알드레드,투수,9,0,1,1,1,3,2,0,0,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,,3.66,1.26,KIA 타이거즈,16151.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30000,1.45,20711,,9.0,43.2
와이스,투수,16,0,0,0,0,5,5,0,0,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,,3.65,1.16,한화 이글스,16153.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4800,3.16,1521,,16.0,91.2
발라조빅,투수,12,1,0,0,0,2,6,0,1,27,29,28.0,250,54,13,1,3,28,2,0,69,1,0,2,4.26,,3.22,1.44,두산 베어스,16155.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25000,1.35,18513,,11.0,57.0
에르난데스,투수,11,2,1,0,0,3,2,1,1,21,21,19.45,195,41,6,1,5,16,2,0,55,1,0,1,4.02,,3.73,1.21,LG 트윈스,16160.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,44000,1.33,32988,,9.0,47.0
라우어,투수,7,0,0,0,0,2,2,0,0,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,,3.9,1.36,KIA 타이거즈,16161.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30000,0.88,33923,,7.0,34.2
스타우트,투수,4,0,0,0,0,1,1,0,0,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,,4.11,1.38,KIA 타이거즈,16163.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4500,0.33,13448,,4.0,16.0
양현종,투수,58,0,3,3,0,20,16,0,0,146,164,159.55,1456,355,70,7,34,89,7,1,262,20,0,7,7.68,4.11,8.33,2.59,KIA 타이거즈,10058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000,3.54,14142,KIA 타이거즈,29.0,171.1
진해수,투수,73,73,6,0,0,2,1,0,7,25,29,32.75,200,54,6,0,7,20,3,1,34,1,0,5,9.86,4.91,11.36,3.57,LG 트윈스,10075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000,-0.01,-3024251,LG 트윈스,0.0,27.2
고효준,투수,99,99,9,0,0,6,2,0,18,49,52,49.05,371,72,7,0,7,62,4,1,93,4,0,6,12.68,4.81,10.280000000000001,3.52,SSG 랜더스,10124.0,0.0,70.0,0.0,58.0,1.0,8.0,2.0,81.8,1.4,0.0,0.0,23800,0.78,10840,SSG 랜더스,0.0,22.0
김광현,투수,61,0,0,0,0,21,18,0,0,155,170,167.4,1422,325,59,0,35,143,8,1,273,15,0,13,8.459999999999999,4.01,9.29,2.83,SSG 랜더스,10126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000,4.48,22341,SSG 랜더스,31.0,162.1
박종훈,투수,28,3,1,0,0,3,10,0,0,82,85,82.75,546,114,20,1,15,81,27,0,90,4,0,5,13.13,6.41,13.07,3.37,SSG 랜더스,10131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000,0.39,129359,SSG 랜더스,9.0,35.0
송은범,투수,13,13,4,0,0,0,0,0,2,2,2,3.2,49,14,2,0,0,4,0,0,4,0,0,0,3.5300000000000002,2.45,8.99,3.5300000000000002,LG 트윈스,10137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000,0.04,390910,LG 트윈스,0.0,8.1
정우람,투수,53,52,7,0,0,0,1,0,8,24,24,22.2,184,46,8,2,3,17,2,0,30,2,0,3,5.36,5.36,8.54,101.53,한화 이글스,10156.0,0.0,52.0,0.0,40.1,0.0,1.0,0.0,100.0,0.22,0.0,0.0,60000,0.26,193563,한화 이글스,1.0,0.0
