Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
28,소이현,21 P,-0.18,10,0,10,6,0,0,0,0,0,0,10.2,8,12,12.5,59,13,3,0,1,12,0,0,10,2,0,1,6.75,10.13,10.55,9.65,6.03,2.34,-0.18,NC 다이노스,12900
29,김태현,21 P,-0.26,6,0,6,4,0,0,0,0,0,0,5.1,7,8,9.2,32,5,0,0,0,7,4,0,3,1,0,3,11.81,13.5,15.53,15.27,8.75,2.25,-0.26,NC 다이노스,12898
30,강동연,21 P,-0.31,12,3,9,0,0,0,3,2,0,1,23.0,20,21,20.3,109,25,4,1,4,14,0,0,14,2,0,3,7.83,8.22,7.94,7.99,6.2,1.7,-0.31,NC 다이노스,10883
31,손정욱,21 P,-0.35,15,0,15,1,0,0,1,0,0,0,12.1,9,9,12.45,61,17,2,3,1,7,0,0,8,0,0,1,6.57,6.57,9.09,8.7,4.87,1.95,-0.35,NC 다이노스,11142
32,김진성,21 P,-0.97,42,0,42,6,0,0,2,4,1,9,37.2,30,34,34.0,174,43,10,0,7,18,1,3,37,2,0,2,7.17,8.12,8.12,7.94,5.0,1.62,-0.97,NC 다이노스,11166
1,미란다,21 P,7.49,28,28,0,1,1,1,14,5,0,0,173.2,45,49,48.3,709,135,21,1,11,63,1,0,225,3,1,7,2.33,2.54,2.5,2.73,2.42,1.14,7.49,두산 베어스,14751
2,최원준,21 P,4.89,29,29,0,0,0,0,12,4,0,0,158.1,58,65,62.25,673,160,31,4,15,37,10,1,113,5,0,0,3.3,3.69,3.54,3.75,4.01,1.24,4.89,두산 베어스,12852
3,로켓,21 P,4.42,21,21,0,1,1,0,9,9,0,0,124.0,41,44,42.8,540,132,20,2,5,42,12,1,112,3,1,1,2.98,3.19,3.11,3.35,3.34,1.4,4.42,두산 베어스,14750
4,홍건희,21 P,2.67,65,0,65,11,0,0,6,6,3,17,74.1,23,23,27.1,303,65,11,0,3,27,0,0,82,0,1,7,2.78,2.78,3.28,3.36,2.62,1.24,2.67,두산 베어스,10696
5,곽빈,21 P,2.42,21,21,0,0,0,0,4,7,0,0,98.2,45,50,46.2,455,78,17,3,7,79,12,0,96,2,1,6,4.1,4.56,4.21,4.32,5.04,1.59,2.42,두산 베어스,13061
6,김강률,21 P,1.97,50,0,50,43,0,0,3,0,21,3,51.2,12,15,17.9,230,54,7,2,2,25,1,4,41,3,0,4,2.09,2.61,3.12,3.32,3.68,1.53,1.97,두산 베어스,10690
7,이승진,21 P,1.3,47,0,47,9,0,0,1,4,2,13,48.1,21,24,19.4,210,41,3,0,3,31,2,2,28,2,2,2,3.91,4.47,3.61,3.76,5.11,1.49,1.3,두산 베어스,12678
8,이현승,21 P,0.93,38,0,38,1,0,0,5,1,0,7,23.1,5,6,6.65,90,16,2,0,1,6,0,1,20,3,0,0,1.93,2.31,2.57,2.84,2.8,0.94,0.93,두산 베어스,10221
9,김명신,21 P,0.36,58,1,57,11,0,0,3,2,0,2,67.0,32,37,40.3,289,72,14,3,6,14,6,1,43,7,0,1,4.3,4.97,5.41,5.79,4.15,1.28,0.36,두산 베어스,12847
10,윤명준,21 P,0.35,45,0,45,14,0,0,1,0,0,1,45.2,24,28,26.45,208,53,6,0,3,20,4,2,26,3,1,1,4.73,5.52,5.21,5.58,4.69,1.6,0.35,두산 베어스,10885
11,권휘,21 P,0.33,24,0,24,7,0,0,0,0,0,1,20.1,6,6,9.25,92,16,3,0,0,14,2,0,15,2,0,3,2.66,2.66,4.09,4.58,4.36,1.48,0.33,두산 베어스,13665
12,이영하,21 P,0.33,35,11,24,4,0,0,5,6,1,2,78.2,55,58,56.95,364,81,18,0,9,57,1,0,53,3,0,7,6.29,6.64,6.52,6.78,5.73,1.75,0.33,두산 베어스,12568
13,박치국,21 P,0.24,23,0,23,3,0,0,2,1,0,8,22.0,10,11,12.45,95,21,5,0,2,11,1,3,20,1,0,1,4.09,4.5,5.09,5.14,3.99,1.45,0.24,두산 베어스,12850
14,김민규,21 P,0.14,31,6,25,7,0,0,2,3,0,1,56.1,38,40,37.95,262,64,10,0,9,28,4,0,39,3,0,3,6.07,6.39,6.06,6.32,5.7,1.63,0.14,두산 베어스,13072
15,최세창,21 P,0.06,1,0,1,1,0,0,0,0,0,0,1.1,0,0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.09,1.5,0.06,두산 베어스,14574
16,박웅,21 P,0.05,10,0,10,6,0,0,0,0,0,0,11.2,7,7,7.85,49,12,1,1,0,4,3,0,7,0,0,0,5.4,5.4,6.06,6.48,4.13,1.37,0.05,두산 베어스,14731
17,김도윤,21 P,0.04,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-1.23,0.0,0.04,두산 베어스,14768
18,최승용,21 P,0.03,15,2,13,1,0,0,0,0,0,2,18.1,8,10,12.45,83,20,3,1,3,10,1,0,16,3,0,0,3.93,4.91,6.11,6.31,5.39,1.64,0.03,두산 베어스,14770
19,문대원,21 P,-0.02,2,0,2,1,0,0,0,0,0,0,1.1,1,1,1.35,9,2,0,0,1,2,0,0,1,1,0,0,6.75,6.75,9.11,9.12,15.47,3.0,-0.02,두산 베어스,12848
20,남호,21 P,-0.03,5,0,5,1,0,0,0,1,0,0,2.2,3,3,2.0,13,3,1,0,0,3,0,0,2,0,0,0,10.13,10.13,6.75,7.58,5.38,2.25,-0.03,두산 베어스,14139
21,박소준,21 P,-0.04,22,5,17,4,0,0,0,4,0,0,59.2,38,42,41.8,274,69,10,1,3,29,3,0,33,1,0,3,5.73,6.34,6.31,6.69,4.65,1.64,-0.04,두산 베어스,11491
22,고봉재,21 P,-0.12,1,0,1,0,0,0,0,0,0,0,1.1,4,4,4.0,8,5,0,0,1,0,0,0,0,0,0,0,27.0,27.0,27.0,24.28,12.69,3.75,-0.12,두산 베어스,12605
23,유재유,21 P,-0.16,4,0,4,2,0,0,0,0,0,0,3.1,4,4,5.2,19,4,0,0,2,5,0,0,1,0,0,1,10.8,10.8,14.04,13.44,14.81,2.7,-0.16,두산 베어스,12544
24,이형범,21 P,-0.18,4,0,4,2,0,0,0,0,0,0,2.2,0,2,3.35,16,2,0,0,0,5,1,0,2,1,0,0,0.0,6.75,11.31,11.29,8.87,2.63,-0.18,두산 베어스,11159
25,현도훈,21 P,-0.25,5,2,3,0,0,0,0,0,0,0,8.2,12,12,10.3,46,9,1,0,1,13,0,0,9,0,0,1,12.46,12.46,10.7,11.24,7.19,2.54,-0.25,두산 베어스,13271
26,이교훈,21 P,-0.3,11,0,11,4,0,0,0,0,0,0,8.1,10,10,10.55,43,13,3,0,2,3,1,0,8,1,0,0,10.8,10.8,11.39,12.43,5.71,1.92,-0.3,두산 베어스,14173
27,장원준,21 P,-0.32,32,0,32,2,0,0,0,1,1,4,18.2,14,15,14.25,95,20,3,0,1,18,2,0,8,1,0,1,6.75,7.23,6.87,7.66,6.65,2.04,-0.32,두산 베어스,10299
28,조제영,21 P,-0.37,6,1,5,3,0,0,0,1,0,0,10.2,13,13,13.85,60,18,3,0,1,10,1,1,5,1,0,1,10.97,10.97,11.69,11.82,6.91,2.63,-0.37,두산 베어스,14732
29,유희관,21 P,-0.57,15,15,0,0,0,0,4,7,0,0,63.0,54,57,55.6,314,107,14,3,10,24,3,0,23,2,0,0,7.71,8.14,7.94,8.44,6.07,2.08,-0.57,두산 베어스,10213
30,박정수,21 P,-0.58,9,2,7,5,0,0,0,3,0,0,14.1,18,20,19.5,74,22,5,0,3,6,2,0,15,2,0,2,11.3,12.56,12.24,12.54,5.37,1.95,-0.58,두산 베어스,11300
1,요키시,21 P,6.13,31,31,0,0,0,0,16,9,0,0,181.1,59,71,69.45,739,171,24,0,12,46,4,2,131,18,0,9,2.93,3.52,3.45,3.48,3.59,1.2,6.13,키움 히어로즈,13940
2,안우진,21 P,3.02,21,21,0,0,0,0,8,8,0,0,107.2,39,47,46.15,450,88,15,1,13,41,7,1,110,7,1,5,3.26,3.93,3.86,3.98,4.0,1.2,3.02,키움 히어로즈,13091
3,한현희,21 P,2.24,18,15,3,0,0,0,6,2,0,1,85.2,37,42,37.85,372,86,20,0,4,30,6,0,61,3,0,3,3.89,4.41,3.98,4.13,3.85,1.35,2.24,키움 히어로즈,10863
4,브리검,21 P,1.91,10,10,0,0,0,0,7,3,0,0,61.0,20,25,24.65,250,49,8,0,6,26,4,0,49,2,0,3,2.95,3.69,3.64,3.69,4.45,1.23,1.91,키움 히어로즈,12992
5,최원태,21 P,1.68,28,28,0,0,0,0,9,11,0,0,143.1,73,89,84.75,643,163,21,3,11,53,10,2,93,10,0,3,4.58,5.59,5.32,5.55,4.38,1.51,1.68,키움 히어로즈,11379
6,김태훈,21 P,1.61,66,0,66,20,0,0,4,2,11,15,64.1,23,26,28.05,282,60,10,0,1,33,1,2,52,3,1,3,3.22,3.64,3.92,4.09,3.47,1.45,1.61,키움 히어로즈,10871
7,정찬헌,21 P,1.45,11,11,0,1,1,1,3,3,0,0,56.1,25,26,25.65,248,64,11,0,1,15,4,0,28,5,0,1,3.99,4.15,4.1,4.2,3.78,1.4,1.45,키움 히어로즈,10533
8,김재웅,21 P,1.04,51,0,51,9,0,0,0,1,1,11,53.1,21,24,25.4,243,49,2,0,5,33,1,3,47,6,0,2,3.54,4.05,4.29,4.4,4.6,1.54,1.04,키움 히어로즈,12858
9,조상우,21 P,0.96,44,0,44,26,0,0,6,5,15,5,44.0,17,18,20.95,187,30,5,0,4,19,2,2,47,6,0,2,3.48,3.68,4.29,4.35,3.59,1.11,0.96,키움 히어로즈,11126
10,김성민,21 P,0.7,47,0,47,6,0,0,2,3,1,11,46.2,17,21,24.25,218,43,7,0,4,35,6,2,36,3,0,1,3.28,4.05,4.68,4.81,5.52,1.67,0.7,키움 히어로즈,12918
11,김동혁,21 P,0.7,40,8,32,10,0,0,0,5,1,0,82.0,46,51,52.2,367,89,21,0,5,34,14,4,30,9,1,0,5.05,5.6,5.73,5.68,5.24,1.5,0.7,키움 히어로즈,14674
12,윤정현,21 P,0.4,10,0,10,3,0,0,0,0,0,1,12.1,2,2,3.35,53,11,2,0,0,5,1,0,7,0,0,0,1.46,1.46,2.44,2.48,3.86,1.3,0.4,키움 히어로즈,14131
13,김인범,21 P,0.25,3,0,3,2,0,0,0,0,0,0,5.1,0,0,0.0,20,3,1,0,0,1,0,0,5,0,0,0,0.0,0.0,0.0,0.0,2.0,0.75,0.25,키움 히어로즈,14480
14,김준형,21 P,0.18,14,0,14,2,0,0,0,0,0,0,14.1,5,6,7.55,67,15,1,0,2,7,3,0,8,1,0,1,3.14,3.77,4.74,5.01,6.19,1.53,0.18,키움 히어로즈,14848
15,박승주,21 P,0.07,3,0,3,1,0,0,0,0,0,0,4.1,2,2,2.0,18,3,1,0,0,3,0,0,1,0,0,0,4.15,4.15,4.15,4.4,5.34,1.38,0.07,키움 히어로즈,12989
16,스미스,21 P,0.03,2,2,0,0,0,0,1,0,0,0,10.0,7,7,7.0,43,9,2,0,1,5,0,0,5,0,0,0,6.3,6.3,6.3,6.67,5.26,1.4,0.03,키움 히어로즈,14754
17,박주성,21 P,0.01,13,0,13,7,0,0,0,1,0,0,18.1,10,11,12.9,89,24,1,0,1,9,2,0,12,0,0,1,4.91,5.4,6.33,6.71,4.64,1.8,0.01,키움 히어로즈,14130
18,문성현,21 P,-0.02,4,0,4,3,0,0,0,0,0,0,3.1,2,2,3.2,18,3,2,0,0,6,0,0,3,0,0,1,5.4,5.4,8.64,7.92,7.1,2.7,-0.02,키움 히어로즈,10437
19,양현,21 P,-0.02,45,0,45,9,0,0,1,2,0,5,48.0,25,31,32.75,225,59,11,0,3,26,1,4,22,2,0,1,4.69,5.81,6.14,6.32,4.98,1.77,-0.02,키움 히어로즈,10730
20,김동욱,21 P,-0.03,3,0,3,3,0,0,0,0,0,0,3.0,3,3,3.0,16,7,0,1,2,1,0,0,2,0,0,0,9.0,9.0,9.0,9.12,11.07,2.67,-0.03,키움 히어로즈,14681
21,조영건,21 P,-0.03,1,0,1,1,0,0,0,0,0,0,1.0,0,0,1.55,6,1,0,0,0,2,0,0,3,0,0,0,0.0,0.0,13.95,13.25,2.47,3.0,-0.03,키움 히어로즈,14132
22,김성진,21 P,-0.06,46,0,46,11,0,0,1,3,0,2,41.2,24,30,29.25,188,40,13,0,4,23,0,2,31,5,0,3,5.18,6.48,6.32,6.5,4.69,1.51,-0.06,키움 히어로즈,14849
23,김정인,21 P,-0.07,11,6,5,1,0,0,1,2,0,0,31.2,25,26,25.5,151,34,6,1,6,18,2,0,21,3,0,2,7.11,7.39,7.25,7.59,6.32,1.64,-0.07,키움 히어로즈,11531
24,장재영,21 P,-0.13,19,2,17,3,0,0,0,1,0,0,17.2,18,18,14.75,92,15,5,0,0,24,3,0,14,1,0,5,9.17,9.17,7.51,7.46,6.52,2.21,-0.13,키움 히어로즈,14784
25,이종민,21 P,-0.2,2,0,2,1,0,0,0,0,0,0,2.1,6,6,6.0,17,4,0,0,1,7,0,0,3,0,0,0,23.14,23.14,23.14,22.78,14.95,4.71,-0.2,키움 히어로즈,14576
26,임규빈,21 P,-0.25,5,0,5,4,0,0,0,0,0,0,8.2,10,10,12.05,43,13,6,0,3,4,0,0,6,0,0,0,10.38,10.38,12.51,12.16,7.59,1.96,-0.25,키움 히어로즈,13010
27,김선기,21 P,-0.29,21,7,14,5,0,0,3,2,0,0,48.1,35,38,35.75,224,53,12,0,5,22,7,0,25,4,1,4,6.52,7.08,6.66,6.75,5.56,1.55,-0.29,키움 히어로즈,13092
28,이승호,21 P,-0.36,38,3,35,5,0,0,1,3,0,5,47.1,29,39,37.45,224,55,7,1,4,31,1,2,37,6,0,8,5.51,7.42,7.12,7.45,4.78,1.82,-0.36,키움 히어로즈,12865
29,박관진,21 P,-0.39,2,0,2,0,0,0,0,0,0,0,0.2,6,9,7.45,12,5,1,0,0,3,1,0,0,1,0,0,81.0,99.99,100.58,102.94,22.37,12.0,-0.39,키움 히어로즈,14693
30,오주원,21 P,-0.52,22,0,22,11,0,0,1,1,1,0,19.1,20,20,19.15,94,35,8,0,3,4,0,1,11,0,0,1,9.31,9.31,8.91,9.62,4.67,2.02,-0.52,키움 히어로즈,10445
